post_id,post
48,"I'm going to just get straight to the point. I don't want to trigger anyone, so I'll just summarise it with what my friend told me when I told her about my life: ""It sounds like a princess story before the good stuff. Like Cinderella when she was with the evil stepmother, y'know?"" Now my mum is sick, I've been rapidly declining in health (both physical and mental) and every time I tell people about it, they say it's just hormones or that it'll get better. Does it? I've tried everything I can think of. I've reached out, tried fixing it on my own, been as open as I can with others so that maybe they can help, and I even begged God for help every night for years, but nothing works... So does it get better??? We've been going through some financial issues, so that affects how much help I can get. Is it so bad to want that fantasy life that princesses have? I mean sure I know they're just stories, but if I look forward to having something similar (finding love or even just purpose in life), will I get better, or is it an unrealistic standard?"
49,"Hi everyone,I don’t really know what I’m doing here, but I just needed to let this out. My emotions are all over the place.I grew up in a strict and lonely childhood where I rarely got what I asked for, so I stopped asking altogether. Maybe that’s why I feel so low now.About 13 years ago, I entered into an arranged marriage. Since then, I’ve been living with my in-laws, who were very controlling, manipulative, and cruel. I wasn’t allowed to go anywhere without a male companion and went through years of mental abuse. When I told my parents, their response was “it’s your destiny, adjust and compromise.” So I tried to do just that.But it feels like I haven’t truly lived. My marriage is loveless and sexless. My husband says he loves me, but in 13 years he’s never bought me a gift, a flower, or even noticed simple things like my favorite color. Sometimes I wonder if he’s gay, asexual, or just uninterested.I have a 7-year-old child who means the world to me, but I still cry almost every day. I feel like I’m in a cage, with my wings and legs tied. I’m not financially independent, and I don’t know how to get out of this.I guess I just want to ask: does it ever get better, or am I going to feel trapped like this forever?"
50,"I’ve recently lost my job for the second time during probation period, it was a job I was after and had no issues leading to my dismissal, the boss was friendly at the stage and came off as supportive, I’ve got two kids as well and he’s got two kids as well, seemed like everything was fine and on trackUnexpectedly he gave me the flick final day of my probation and asked to return everything and said it was a business decision. Now I’m unemployed with two loving kids and a wife in distress and feel like giving it all up, I can’t cause my kids need a father but everyday I feel like what’s the point, I’ve been lied to, everything in my life crushed and falling apart, nothings working out for me but it’s like this everyday, waking up and being like I’m in this same pickle everyday, get a job, get lied to, go out have a go, people put you down cause you’re of different ethnicity, it’s all getting too much, what do I do? I feel like I can’t talk and trust people anymore and feel sad and what’s the point, can’t catch a break"
51,"When I was 5ish, my mum started dating a new guy. We moved in with him, but we as kids (2 girls <7) didn't move in as such, he had a bungalow out the back which was transformed into our 'bedroom'. Of a night, the back door was locked (deadbolt) we were only really allowed inside for meal times, (toilet/shower was put in in out-house laundry room) From age 8+ for myself I was expected to get myself to/from school, that was ok as it wasn't far away. Once I moved schools 9/10+, I then had to get public transport myself (to and from school) not only this, but we were reprimanded a lot from the bf. If we didn't do as told (ie water flowers before school, pick up dog poo, clean room etc) we were given PAGES, not just lines like they do in school, actual pages. 50+ if we did wrong (of lines), I barely had/allowed a social life... my father fought for quite a few years for better treatment of us, but ended up giving up (never came back and moved to Qld without a word) my mother allowed this treatment for 8+ years, 'she did her best'. We were left alone for a fair bit of time on continuous occassions. We would frequently be at a caravan park for 'holidays' a lot of the parents saw issues with this, with how we were treated. My mother only cares for social status, I have 3 kids and they have grown to learn that my mother only cares about what others thing, doesn't actually care for them as ppl (A lot more that I can't fit in to post occured) I'm now at the age of 39 and hubby is helping me see different. My mother and older sister see themselves as 'perfect' and don't do wrong. When I've in the past tried to approach the issue with my mum, I am met with 'sorry I was such a bad much' 'i did the best I could'. I don't know how to deal with/get over the trauma/issues I feel... I don't want to keep feeling broken."
52,"Been suffering with Panic attacks recently. Have suffered with them since I was a teenager. I have chosen to keep off the ale and certainly any drugs - why I thought they would help with my paranoia is beyond me. Anyway I spoke to my psychologist and he reminded me that healing from trauma is not a destination it is a lifelong process. You exercise your brain as you would your body in a gym. I know there are quite a number of people on here continuing to suffer, so as an almost 60 year old here is my advice to those like me who feel trapped in mental pain. 1. Dont bottle it up inside - speak to someone about how you feel without guilt or embarrassment. 2. Take advantage of the multitude of resources out there on the internet. Loads of podcasts, websites and audiobooks that will help you develop strategies to overcome your demons. 3. KEEP OFF the ale or any drug that provides only short term relief. Self medicating will only worsen your situation. 4. Get to your doctor sharpish and tell him how you feel. Anti-depressants plus a referral to a psych might be what you need. 5. Try and maintain a healthy lifestyle - exercise and diet are crucial. Meditation is also a great tool to help combat depression and anxiety. 6. You are not alone. There are millions suffering from mental health problems and the number grows each year. Do not be fearful of any stigma attached to mental health."
53,"Hey everyone, thanks for letting me join. I don’t usually post about this stuff, but I’m really struggling and honestly feel hopeless right now.Trigger warning: trauma, sexual assault, suicidal thoughts. Please take care reading.I’m 33, autistic, and my wife and I are doing IVF (near the end of our first cycle). We’re both asexual due to trauma, so her GP referred us to a bulk-billing clinic since we can’t have intercourse. My wife is handling her trauma incredibly well despite all the pain and discomfort of IVF. It’s me who’s falling apart.I’m a survivor of childhood sexual assault and kidnapping. When I was 5, I saw my mum drugged and brutalised while we were held for 4 days. I’ve carried this my whole life. Even after years of therapy, it sits under the surface, and when I get triggered, I spiral for weeks. There’s also a smaller trauma from age 9, I woke briefly during surgery and fought the nurses. It left me with a huge aversion to anesthesia. In 2 weeks, my wife has her egg collection. It involves anesthesia and a really invasive procedure. I’ve been terrified for months. I’m constantly in fight-or-flight, unable to socialise or get anything done, just catastrophising nonstop. What’s making it worse is the clinic. We disclosed our traumas upfront. They acknowledged hers and offered accommodations, but mine felt ignored. One doctor told me I’d “be fine” since I’m not the one having the procedure. The next acknowledged my trauma but said my requests (staying with my wife until she’s under, and being told immediately when it’s over) “aren’t possible due to protocol”. No apology, nothing. We had mandatory counselling, and the psychologist agreed I’d been alienated. She put a note in our file asking for reasonable accommodations. My therapist backed this up too. But in our latest nurse consult, she said she saw the “critical note” but that protocol makes it “too disruptive to change on the day.” I just shut down and left the call. Now my dread is only getting worse. My wife’s sore and irritable from the meds and can’t keep dealing with my breakdowns. I feel like I’m ruining this for her, making it all about me, and being punished for something I never chose. IVF was supposed to help us work around my trauma, but instead, it’s retraumatising me. If I get through egg collection at all, I’m seriously thinking of just leaving my sample and ending my life so she can keep going without me ruining her dream.Thanks for reading."
54,"Hello,Thank you for accepting me into the beyond blue support discussion. I have recently had open heart surgery. From the medical side I was not spoken to in detail from hospital staff about how the medical procedure would proceed. Also was not given any information that I could read and educate myself about the surgery and recovery. If I could turn back the clock to the day before surgery, I would. Why you may ask, so I could prepare myself for the trauma I was going to experience after the surgery in intensive care. And also for the start of recovery in coronary care. Completely left in the dark not knowing what to expect and how to proceed and process my long lonely road to recovery. Even to this day today, I have had no cardiac rehab and have definitely not had any support from the hospital/health system in regards to my physical/mental and emotional health. I am broken and can see ahead the darkness. I have an amazing support group of friends who contact and check in on me daily, sometimes multiple times a day. Forever and extremely greatful to them and I love them all so much. Their support is endless. I feel like a burden to them.Has anyone else had open heart surgery and willing to get in touch? Thank you for reading my post LostInDarkness"
55,In France this discovery of being raped while asleep was taken seriously I reported rape the man admits it the police man lied said he distant array him because I said not to this is not true I didn’t say that I did say sympathetically as I’m traumatised I do not think he would be good in jailthis is a man without ailments who visited doctors daily getting muscle relaxants I believe he spiked my drinks with I feel so stupid not getting it then I a roll through the rapist many text abusing me for not finishing my drink who does that no one forces you to drink your drink the man told police drinks were dear it’s lite cascade beer it’s $5 not something to abuse a lady over the man brags about being wealthy and is The rapist sent me a pornography story where he murdered me police also don’t care about this also has suspicious deaths around him I am disgusted we live in a rape accepted society I would never have reported the rape of his thought nothing would be done this man moved to my town I lived here since 1997 and now I’m a prisoner of my home this old 70 year old out at the beach oooglung his next victim
56,"Im in need of some advice when it comes to my ex's abuse towards me. He isnt diagnosed, but he shows clear signs of being narcissistic. And im not just saying that to be a ""crazy ex"". He has made my life spiral the last 16 months. Im a shell of who I used to be. I thought I was handling the situation by constantly trying to keep him in our sons life by any means possible and that ended up with me being arrested for contacting him too much about our son (harassment) and him having an ADVO put on me for that reason.. I should have reported the things he has done to me when they happened.. but I didn't because I have a massive fear of police. And I feel like if I put a historical report in now, that I'll just look like im a bitter ex wanting revenge, or that they wont believe me, or that they will laugh in my face, or that they will dismiss it, that I just wont be taken seriously. And then it makes me feel like its all in my head and maybe I am actually crazy, maybe everything he did was justified? That i bought it all on myself? I wont be able to put everything in here but a few of the things hes done include: - name calling - threats to hurt me, including very violent language and if I dont terminate our child then he will leave me, and more - flipping me off all the time - cutting me off, stonewalling, changing the subject if its something I feel is important to talk about, if I try to communicate with him - he would call me a baby, to drink a cup of concrete, im too sensitive - giving me the silent treatment - gaslighting and mind games - there was a point i was so distressed with what he was doing, I couldn't even work, I lost 9kg in the first trimester of pregnancy because of this - I now have nightmares several times per week - im now on different depression/anxiety meds because of it all - im paranoid that I'll see him or his car, that maybe he has someone following me, maybe hes told the police to follow me. Is it all in my head? Will I be laughed at if I go to the police with all this? Is this legitimately something i should be reporting? How do I do this? Are there any supports out there i can access(NSW)? Will those supports actually help me and believe me? I dont want another woman to go through this, I want him to be held accountable for his actions because he doesnt call it abuse, I want him to get help for his childhood trauma but he wont. And now I legally am not allowed to contact him for 2 years.. It feels like the narcissist has won.."
57,"Hi, I'm suffering thats it in a nutshell. My ptsd anxiety panic attacks has reared its ugly head again. I can't stop thinking of tge past awful things that have happened to me, and then my body starts to shake, my hands get pins and needles and I just can't function. Please if anyone has any suggestions on how I can stop this, I'd so appreciate it. I feel I am the only one going through this, which of course I know I'm not, but it feels so lonely. I see people out shopping, laughing and I try to put on a brave face but I'm dying inside."
58,"I was chatting with my PT today. We are about the same age, and we were talking about the challenges of bringing up our kids. I can't remember how we got there, but I started sharing some high school memories. It brought up so much. Just before I started high school I was run over by a car. No one would believe me that I was hurt because I managed to get myself home. I was only 12 years old. My school had a cross-country run. I told my PE teachers that my leg hurt. I even pointed to the jagged red line across my shin. They made me run the race, and it was agony. A few years ago, I went to the doctor because my leg had flared up again. Turned out my leg had been broken in that hit-and-run. I wish it that was the only negative experience, but it wasn't. In my second year of high school, the manual arts teacher laughed as the kids held me down and burned me with soldering irons. The PE teachers were the worst. They encouraged the bullies to attack me in the playground and openly sided with them in class. I had accidentally cut my wrist with a chisel at home. Despite having a doctor's certificate, they made me play volleyball until the stitches burst and I bled. I became very aggressive because I never knew where the next blow would come from. It's taken me years to shed my rage. I think in retrospect, I had PTSD because I lived in fear for those years. I'm calmer now. Next year is a significant anniversary of leaving school. I want to shed my angst. I'm done. They suck, and I want to live. I'm sending this into the void because sometimes you just need to say these things to get them out of you. I apologise if I cause you distress in the accidental reading. B"
59,"Hi,I'm struggling with cPTSD and am having panic attacks, low mood and anxiety. My partner was an alcoholic for over 10 years and apart from being a nightmare to live with, was verbally abusive to me and my daughter. After I walked out, they gave up. I have moved back home, but things aren't good. They are like a new person and have really sorted their life out, but I am suffering from small panic attacks in the night and sometimes during the day. We don't share a room yet. Sometimes I am fine when they are around me, but other times I am not. Is this going to stay with me forever or does it improve? I'm really trying to make it work."
60,"Content warning: mention of firearms Ok. So there is a topic I constantly and frequently have nightmares about. Well, I have done a bit of work on it and it's not quite as bad as it used to be. I frequently hear random gunshots in my head during in my sleep. It carries over into waking life. And there was a point where I'd go ballistic if people brought up the topic around me. The strange part is that the only bad experience I've had that is any way gun related was hearing one go off unexpectedly. That was a while back. It just feels disproportionate to react to that so badly. But here we are."
61,"Hi everyone! So yesterday I turned 34. Pretty exciting another year wider. Anyway.. so i had a great day. But... I got a card from my abusive famiky. And it brought up a million emotions. I cried. I felt angry. Everything. Grief all over again. I wanted to ask what do you think the reason was sending the card? I don't understand honestly. Plus its a huge invasion of privacy and I never actually asked for a card or disclosed my address to them. They have been stalking me for years online and found out somehow. So yeah. Look what are your thoughts guys!? Cause I don't know what to think. Its a strange card with ""love bombing"" language. I just cant even understand it. After all the abuse they caused - why act innocent."
62,"(Safe: in my room listening to music) How do you even move on from all the things people have told you as a child? Growing up, my parents weren’t involved in my life. They used to criticise me, say that I’m a bad person, and tell me that I have to do certain things to make them happy. They didn’t care to understand or show any empathy whenever I did something wrong. Even something as small as not finishing my dinner or breaking a glass would incite a lot of criticism. They’d ask me things like ‘why are you always like this?’ and ‘why can’t you be more careful?’ They’d make me feel like a bad person and that I could never change. They’d also make me feel like I was responsible for making them happy - like I had to do something in order to please them. If I didn’t do something, like get good grades in class, they’d withhold any form of affection and ask why I didn’t do any better. And then they tried justifying their abuse, saying that I should be grateful that they at least give me the basic necessities, like food and clothing. They said I shouldn’t feel upset because I could have had it worse, which made me doubt my emotions and feel like they weren’t valid. It’s not fair my parents broke my self-esteem. They made me believe I deserved to suffer, like I had to keep hurting myself because I didn’t deserve anything good. I’m angry that they made me feel I could never achieve anything no matter how hard I try. I’m sad that I struggle to even move on in life, while everyone else is in uni and getting jobs. I’m sad that I’m stuck cleaning up the mess they made.Because of them, I never got to have a proper youth. I never got the chance to explore new things or find new people. I kept to myself and pushed people away because I felt no one would ever listen or be there for me. I felt embarrassed for having any emotions, like it was somehow not right to cry whenever my parents abused me. I thought that I was a burden to everyone and that the whole world would be better off without me. It’s hard to move on from these feelings, let alone talk about them. You keep wanting to talk about these things and ask for help, but then some voice tells you ‘you can’t do it’ and ‘no one would understand.’ And so you give up."
63,I don't know what's wrong with me. I feel like I'm always on an emotional roller coaster. I'm new here. I feel like I've reached out to help from GP before and because I have a child that has high level autism I'm just dismissed with not much mental help I feel like I'm so alone qu I'm sick to trigger I have angry outburst. I cry a lot. I feel so defeated and so alone. I tried to say that I'm going to be better but I feel like I'm stuck in the same cycle and I want so much better for my kids but I just can't seem to get it together
64,"Hello, I am getting better , but have been through the mill . My credentials as a survivor of child hood sexual and physical abuse are there. As is my illness and many , many hospitalisations for mania over 30 years as a result . I saw Psychiatrists for 13 years , a PTSD Psychologist for 2 years and have been with my current Psychologist for 7 years . So, I have put in the hard yards . SO, I wanted to say - it is possible to become well - even I did . Yes, I am on 80 , webster packed , tablets a week - BUT - people need to know - YOU can get better ."
65,"Hi, I’ve been through a lot and I’ve a lot of my unwelcome family members tell me that I have no right to feel empowered. Well I’ve blocked and crossed them off. As I don’t need that. I’ve always had a fairly solitary adulthood. I had isolation from 16-26 but from 12 dealing with childhood and my parents divorcing. I met men and was clinging due to lack of affection and love from my family. The relationships ended usually after a year in disaster. I met men on dating sites. Back then flip phones had limited access to Dating Apps. I always went on chat. I felt I could connect on line. I would still go out. At 18-20 and meet guys in night clubs. But I would always want to talk online. I had a lasting relationship at 17-19 which ladted 2 years. I was kicked out by my parent so I had no choice but to move in with him. When we broke up I stopped seeing my friends. And I took the break up pretty hard. I was really isolated and became even worse so I was manipulated my my older sister to go live at home with my Mum. My mum is Evil. Witch. She feeds off my me falling in life. Not doing well. So she use to call the police on me and kick me out for doing the house work wrong. I was eventually kicked out and I had no choice but to go into a ShareHouse - At 22 - where I met a man who physically assaulted because he made fun of me for my life style. This went on where the Police were called at different properties for 3 Years. Up until 2012. I then went and searched back on line for another comforter and I met a 29 Year old called Joel. Where he assaulted me. And gave me Phycological breathing problems which affected my anxiety. He invited me back to his house. A 30 minute drive. Where he would call the Cops to kick me out, again. He insisted that I keep him as a boyfriend whilst I was trying to get away from him. He abused me through Emails, verbally and then applied to have an intervention order put on me because he abused me. I tried to keep away from him but he kept sending me emails knowing I’d check them, saying things like - I know where’s you live. I told my dad. And the police. My dad I was so estranged and distant from. But the authorities just told me to work on my own Self. I’ve copped it and gone through trauma. Plus been in hospitals and been mistreated for 10 years. I live at the beach. And I Want another reality. I Think. I’m 37."
66,"I've never done anything like this before. I think I just need to talk because so much of this just gets ignored at home.My dad was just diagnosed with stage 4 cancer the other day. He's been given at max 5 years to live. A random bump on his neck and BAMN... No more dad soon. I got told I wasn't allowed to be sad or cry. All he wants is for everyone to be happy and pretend everything is normal. It's not normal. My step mother refuses to admit it's there. Says I'm trying to cause problems by talking about it. Mind you it's been 3 days since the diagnosis. I'm the eldest of 5 kids (on my dad's side), being 20 years older than my youngest sibling. And the minute he told me all I can think about is how my little sister is going to grow up without a dad. Him and my step mother had been trying for another baby for a year before they had her. As much as I disagreed with my 55 year old father having a newborn it wasn't my say. But now it seems even more selfish. They want to try for another baby before he goes. And I just can't take it. They keep pretending like everything is fine. That they just want to experience life and have a big family. I'm 21 and have to cope with the fact I won't have a father anymore. How can they expect my 10 ye old and younger siblings to understand? He already wasn't going to see my sister graduate high school. Now he won't even get to see her go. They already didn't have the father I had growing up due to his age, and now they will have none. Anytime I try to acknowledge or talk about this they shut me down hard. Tell me I just need to ""think positively"". About all the good times we will have until then. But all I can think about is after. A life where I don't have my dad anymore. A life where my siblings will see a photo of him and have no idea that's their dad. I don't think I can smile and pretend everything is ok. Not when I'm the one driving him to surgeries and radiation. Not when my little siblings ask if dads ok. Not when all they want to talk about is trying to have another baby. I know they might just need more time to process what's happening, but I'm just so scared. And being quiet and smiling isn't helping."
67,"When i was 15 i was sexually assaulted by my boyfriend at the time on several occasions. I never pressed any charges against him because i was really young and scared of what would happen. Since then I've been drugged and taken advantage of by a number of guys since which has really destroyed my self worth and confidence. As a result of this I've developed generalised anxiety disorder which has further impacted my everyday life. I now go to uni and don't speak to anyone, stay in my room the majority of the time and it's been 4 years since it first happened. I've tried to get into relationships since but it feels like my brain always tries to pick apart every guy and find a reason not to trust them so I haven't been in one since because i usually end it before i can get hurt. I just want to be able to live a normal life again but reaching out and talking to actual people about this is way too hard for me to do still. I want to get better, but taking those steps feels impossible for me still. I just feel like I'm forever trapped in a loop of not being able to trust anyone, and picking apart good people for the smallest of reasons. Right now I'm talking to someone again who I really care about and I feel it happening again but I really don't want to ruin this again. I want to be able to trust this person but I'm terrified of enduring that abuse again. I just want to move on with my life but I don't know how to since I've never talked in depth about what i went through with anyone."
68,"Good evening everyone. Don’t know if I’m having a mid life crisis or that “thing” hidden in the closet is starting to creep out. im a 40s yr old male with steady job, lovely family with kids. My wife is brilliant with nurturing kids and looking after me. I am a very lucky man. couldn’t ask for a better life. However, my only darkest secret is that I’ve be exposed to sexual abuse as a child by family members and mentally physically abused by my step siblings. Been hopping to guardians one after the other due to parents not being committed. Not pointing any fingers but the shamefulness is real. On the surface level, I’m a well spoken, family oriented, fatherly figure man but on the inside, lack of self esteem, disengage and shameful I’m always trying to be positive in front of everyone and to my family. I do not want my children to experience what I have endured as a child. i’’m addicted to porn (daily basis) and tends to avoid my wife because i feel disgusted by myself. No one knows about my abuse history and addiction. i don’t have anyone to talk to and don’t have the courage to seek specialist. I’m currently applying ‘self diagnoses” by studying psychology related courses. I guess this is a head space for me to vent and a place to grasp for some air. Sorry to keep rambling but I’ve already feeling much better. please join in for discussion. Positivity shines and I believe we are powerfully to overcome our shadowed past. One step at a time."
69,"It's been a while since my last forum post about in the depression section but I can't seem to avoid drama in my life. I'm beginning to think it's a 'me' problem. I'm supposed to be cramming for my assignment but this topic weighs heavily on my mind. I have a sibling called S. I got into an argument over unintentionally provoking their dog in order to stop my dog from being chased and attacked. I know that S's dog is overly reactive to loud noises but adrenaline fully kicked in when I saw it mouth my dog on the neck and yelled because my dog has been attacked UNPROVOKED multiple times by this dog. Anyways, S yelled over me for shouting at the dog when I was trying to explain, then proceeded to walk towards me in an aggressive manner and shout pretty much in my face. I honestly thought that I would gonna get hit. After that I talked it out with S and apologised for my outburst; honestly told them what I thought about their dog not being muzzled trained even at home, being over-stimulated around guests and having a history of attacking my own dog and family members and they were calm at that point. Anyways, doesn't sound too violent right now so I'll mention what scares me. S has gotten mad in arguments before, to the point of breaking things. Things that don't belong to them. In fact, even my bedroom door is screwed - I'll leave that up to imagination. So, when S walked towards me, I honestly thought I was next to break. I know that I messed up massively with their dog, but at what point is walking up to someone to shout crossing the line when I can hear them perfectly from across the room? That being said, I am extremely tempted to call the police the next time they react like this over anything, even stress. I understand being crazy angry but I struggle to understand making someone feel unsafe even if they're reacting inappropriately towards your dog. Anyways, I know I'm a bum, but I feel like an unsafe bum? P.S. They also said that I was not acting my age after they slammed a chair down (the same type they broke previously) and walked into what I think is my personal space in retrospect . That seemed pretty hypocritical...unless I'm a real bumbum. Also I don't really think of them as a sibling after they called me retarded (I draw the line at that point) so I think there is some internal conflict about whether I care about getting authorities involved. Thanks for your time and please enlighten me with wisdom so I can act my age. Best wishes"
70,"So, when I was 4 I was put into a foster home. And I was abused awfully every day until I was almost 15. I spent almost 11 years in that House, this year I turn 18 and I’m not exactly sure how to cope with the sudden change in my environment. I feel like my trauma has made me more jumpy and less trusting. I have a new family now including an adorable younger brother and an amazing mother and father. but recently this abuse has come back to haunt me in ways I could never have imagined I’ve started acting out even to my parents and brother and I’m scared that I’m gonna do something to hurt them. I just wanna be a good daughter and sister but I feel like my trauma is corrupting me and making me a bad person. everyone I talk to about this doesn’t seem to understand that I do genuinely fear becoming like my abusers. I’ve gone to therapy and I’ve done the medication and the treatments. but I feel like at the end of the day it’s very much monkey See monkey do is there anything I can do to prevent myself from going down that path?"
71,"This is a long story but I’ll try sum it up.So basically 2 of my friends were dating and they broke up because the guy (Baxter) sexually assaulted my friend (Rosa) - it was a very heavy topic and I was on the phone to Baxter and went off at him because of doing such a terrible thing to my friend, and I didn’t release but he had people in his car listening in to everything I was saying. I then rang my friend Rosa back and told her I was going to go for a walk just to clear my head but stay on the phone to her in case anything bad happened as Baxter knew where I lived. I was scared but thought he most likely won’t come up here. I kept saying to Rosa on the phone “I feel like something bad is going to happen because he knows where I live, so I’m going to call my ex boyfriend (Jayden)” I then hung up and called Jayden and just said “hey can you meet me in the bottom of your street as Rosa and Baxter broke up and I feel something bad is going to happen but I’ll explain everything to you when we get there “ I hung up and called Rosa back, and by then I had noticed a red car following me around , it pulled up beside me and the back window rolled down and it was Baxter. I said “how did you know where I was as I don’t have my location on for anyone” and he just said oh don’t worry love we’re just going for a drive. Next minute him and two other boys jump out of the car and start circling in on me and backing me into a bush - they started throwing around all of these threats, luckily Jayden had showed up when he did because I don’t know what would’ve happened if he didn’t Is just it’s been so hard to navigate my feelings since it happened. Like it was really traumatic. I can’t sleep, I can’t eat and I can’t feel safe in my own house anymore because im scared their just going to show up at any point And I guess factoring my experience with men and abuse and sexual assault it just made it a lot worse"
72,"Teen child does not want contact with his father, teen has told father constantly via text,mother ( me) and child psychologist over and over he wants no contact at all with father.Issues from abusive/ grooming behaviour from father when we were a family unit. father has recently contacted child ,child’s reply to father was father should K himself. I sat down with teen and said that is not an appropriate thing to say to anyone, teen could have said he doesn’t want contact.teens reply was he has said it over and over 1000’s of times, his father doesn’t listen.I will let child psychologist know what has happened. what can I do in this situation??"
73,Abusive relationship survivor any support groups who understand narcissistic abuse please?
74,Hi im not sure wether this is in the right section or if there even is a right section. I find this hard to put out there for all to see but will try. Im 53yo male that has suffered seperation issues all my like due to being adopted. Dont get me wrong i was very lucky to get exception adoptive parents. I was sent to boarding school before my 12th birthday. So seperated again. Would run away from school on weekend into the city. Where i met a friend a few years older than me. He introduced me to drugs n other people that i then allowed to abuse me to get the drugs i needed. Im sorry if this doesnt make sence but nothing in my head does.
75,I separated from my husband the day he was charged - January 2025i am now living with my daughters.I miss my husband terribly and worry about how he is coping.i know contacting him is not the right thing to do but the pull is extremely strong.Has anyone been through anything similar and has some advice for me.It would be greatly appreciated
76,"I just wanted to get my story out there and see if could find someone to relate. I was t boned at an intersection by a road train at 75kms, that moment destroyed my entire life, left me with a brain injury and permanent disabilities. Along with that really bad ptsd and emotional regulation problems, since that moment I’ve felt alone, like no one fully understood me, I still feel that way now, I can’t work and I feel worthless. In the midst of my recovery I thought I had found a man who would help me through it, he seemed to understand and help me a lot. I trusted him to help me and I needed him to help me. Until he stopped, he started physically abusing me multiple times, on the last account he nearly killed me with a car when he was drunk. I have felt worthless, I have felt useless, unwanted and broken since all these things have happened to me. I can’t seem to stop feeling this way, like I should have died. I have people supporting me but it doesn’t help me, like I can’t seem to get what I need from them. I feel too broken to stop feeling this way and I don’t know if I’ll ever stop feeling like this. I just want to know if there is anyone out there who could relate, who knows how this all feels."
77,"Hi all I feel very alone as I haven't found anyone that has had a trauma where they have lost memories and had others shattered into pieces that could not be understood. I knew something was wrong 50 years ago when lots of people (counsellors) came into the classroom and talked about a boy that had drowned, I didn't know who he was and thought I should have. Then the boy next to me leaned over and told me ""he thought he was a pair of shorts hanging on the side of the pool "" I immediately had a picture in my head of this, it has never left me I have shards of memories that I could never put together or understand these are sharp and vivid. Being asked to go to a friend's place Talking about a P76 Leland car with him while walking to his place One of churning water this made no sense to me until about 5 years ago And the one of walking home but not knowing where I had come from I have thought about these everyday of my life and I could not understanding them. About 6 to 7 years ago I decided I was going to work them out. It led me to have a really bad brake down I found help with a Psychologist and a stint in SPP I got more memories back and on the memories and family evidence I sort of believe I was there. My question is are there others like me And how do you cope with the thoughts around are the recent memories real, I'm at 98 to 99 percent real, but that 1 or 2 percent just f--ks with me"
78,Hello
79,"I have not said anything for 3 years, it’s been a lonely and isolating experience and have cried my way home many nights, but after a physical injury at work where I ended up in hospital for the night I called my manager who shouted at me when I called to ask what I do with capacity form for worksafe, she accused me of self diagnosing by going to hospital.. I have been 4 weeks in sling with a deep tear in my left arm tendon (can’t self diagnose an ultrasound), her treatment after that of me is indicated of her and a handful of her long term employees treat staff. I feel you years and years of abuse, isolation, whispers of ho ( I’m a 65 yo grandma and a widow for 10years) old old woman, I have to work im alone, and actually very good at my job, previous receptionists have just fled but this time her treatment re the injury just triggered a meltdown .. I don’t want to leave the house I’m intermittently crying .. not like me I’m strong but this has taken so much from my self worth I don’t know if I can get back up again once my arm heals."
80,"Hi everyone. So im really struggling right now in my life. I feel like im stuck in a dark deep hole in the dark and I feel so alone. Context: I suffer PTSD and have suffered multiple terrible trauma experiences. I just feel so broken. I dont know what to do. I have no life direction and all my triggers are on high alert. I also struggle with anxiety/ depression which has become more severe recently due to triggers that are related to my trauma. I just feel like anytime I try to do something and put all my effort in, im always disappointed. I always end up getting rejected, hurt, or getting my hand burnt (hypothetically not literally). I just feel like nothing good is going to happen in my life. I just feel like I am a broken human being. I feel like no employer will take me on if I want to apply for a job - im so messed up mental health wise plus I dont like being around people. I get triggered SO easily I cant control it. I guess I am writing this post because I feel so alone right now in all of this. i dont know what decisions to make because right now avoidance is the best option for me. If I avoid making any life decision I'm not going to spiral more out of control. And right now my mental health is very delicate. Plus I recently had a fight with a friend and I'm not talking to him. He's been a huge support system for me and I feel he doesnt understand my mental state right now given the stress of timing of the year also regarding traumatic events. I just feel so alone and I want to never have to work again. I want to just be left in peace and deal with my broken version of myself after being sexually assaulted, abused by my ex and abused my family. I just dont know what to do. Does anyone else understand what I am saying. I just would love to know that I'm not the only person struggling with PTSD, trauma and mental health. I just want to curl in a ball and hide away from the world, in hopes that everyone will just leave me alone and allow me peace and quiet to figure out what the hell I am going to do with my life. I'm scared of living after all the awful life events I've faced and survived. I'm scared of trying again. Does anyone else relate? Id love to hear from you."
81,"I’m just not sure how to go forward.i found out my son was sexually assaulted by a teen neighbour when he was in lower primary school. I didn’t find this out until he was a teenager himself and we had long moved away. I myself was molested as a child and it was always some I thought I could protect my own kids from. But I have failed. I had a small baby at the time I found out and he is now 8 years old and he struggles. I know it’s because of me being so depressed after what I found out. Everything has suffered. I have been estranged from all my family since my kids born because I asked them for support and was never believed. I am also estranged from everyone in my life because I just hate myself so much. I can’t even hold a normal conversation anymore. Nobody at work likes me, my own partner hates me. My kids hate me. My in laws have also been no support and just call me a bitch. Now my partner wants me to leave. I understand and don’t blame him. I just have nowhere to go and nobody to talk to. Any advice"
