post_id,post
60,I can't stop worrying about ending up alone. I'm 34 and have severe anxiety. Lately I can't stop worrying about what's going to happen to me once my parents pass away. I have no children or partner. It's constantly on my mind. I've tried telling myself I'll be OK but it doesn't help. I've tried challenging thoughts etc. Nothing seems to help.
61,I suffer from anger outburst
62,Why do i feel like this? I was having a good start to the day. Now i am shacky heart beat racing nearly in tears dry mouth and now do not want to leave the house
63,"I’m a 49-year-old gay guy who feels like he’s hit a dead end in life. I work in corporate risk management, and honestly, it’s completely unfulfilling. I’ve spent almost 20 years in the corporate world and I’ve never really enjoyed it. As I’ve gotten older, I’ve become increasingly disengaged, not just from work, but from a lot of things in life. I’ve let my health slide, I’m overweight (not huge, but definitely heavier than I should be), and I’m constantly tired. I feel frustrated because I have no idea how to get out of this cycle. I want to leave the corporate world, but I have absolutely no idea what I’d be good at or where to even begin. I don’t even have anything I could really call a passion either. I was diagnosed with mild depression and anxiety before COVID, and lately I’ve wondered if I might also have some form of ADHD. I’ve always struggled to learn new things quickly, stay focused, and stay organised. Those issues have made my work life very challenging at times, and work has always been a major trigger for my anxiety, especially when I feel like I’m drowning. Right now, I don’t know where to start, who to talk to, or how to figure out my next move. What I do know is that I don’t want to be in the same place in another 20 years. If anyone has gone through this and come out the other end, I’d love to know your storyor get some advice. Thank you."
64,"I’ve had jaw pain off and on for a few years. I had xrays done a few years ago and there was some minor damage due to clenching. I was referred to a specialist and the experience was kind of horrible. He was an older specialist and I left feeling like he saw me as a hysterical woman type who couldn’t handle her stress and told me to get a splint and wear it during times of stress and left it at that. So I did that and it worked on and off for a while and there was even a time earlier this year that I didn’t need to wear it at all. But the last three weeks my jaw has been starting to hurt, despite wearing the splint every night. The last four days the pain has become a constant dull ache and painkillers aren’t working which is a first for me. I’m constantly thinking about the pain in my face, I’m getting on the stationary bike and trying to get my endorphins up and getting some sunshine but it’s not working. I’m now freaking out thinking I’ve done serious damage and I’m scared to sleep because I know I’m essentially attacking myself in my sleep by clenching my jaw. My GP who I trust implicitly and is very kind and understanding does not have an appointment available for more than two weeks. I’ve made an appointment with TMJ physio at the end of the week. But in the meantime I feel physically sick all the time, and hot and like I’m on the verge of a panic attack. I’m finding it difficult to eat (because I feel sick not because of the pain) and I’m so overwhelmed I’m struggling to contain it. I keep telling myself it’s going to be ok, I know that perimenopause had made my anxiety so much worse but it’s not stopping these terrible feelings and I am now feeling very helpless. I can’t switch this warning bell in my body off and it’s such a horrible feeling."
65,"I am at the start of recovery. Yesterday I thought about ending my life. I texted my wife and informed her that I would be taking myself to the hospital. She took me instead. I had new meds prescribed. But I need to wait for previous ones to wear off. Anxiety and thoughts crash into me. Feel it in my mind and body, like drug withdrawal? I know my family are supportive but I have always been the supporter. I am grateful for people in my life helping me. I am so tired now trying to stay awake so I don’t wake up a 4am when everyone is asleep and I’m alone."
66,"Hello, this is my first time posting on this forum so please bear with me!I am 17 and since the start of this year, I feel irrationally anxious going out on casual walks in my neighbour hood. It's ridiculous because I grew up there and I take the same route every time, but lately stepping outside and having cars drive by me, I get so scared I'll suddenly get yanked inside or they'll stop next to me and shove me in their boot. Dramatic I know, but whenever I feel or see a car driving up behind me, I freeze and wait for it to pass before I can continue walking. Every person I pass, I double check and mentally categorise as a potential suspect for kidnapping. Except I feel like I'm being a crazy person, because sometimes when I enter smaller streets and I see a car turn into the same road or direction I am walking on. I stop and immediately just walk back home. Normally a walk would take me half an hour, but now its been cut down to only fifteen or twenty minutes. I don't even walk around at night, its literally the middle of the day. The sun is out, everybody is out, but I just can't. I flinch at birds flying over me, or cars backing out of driveways. The thing is that my school bus stop is fifteen minutes away from my house, I have been taking the same path for two years at this point. But sometimes if I see a car or somebody my brain screams dangerous, I freeze and genuinely wonder if I should just go home. I have to literally gaslight myself by telling myself I'm a fake friend if I don't go, just so I can hop on public transport. I swear this never happened at all two years ago and it frustrates me because I can't even walk the full path I usually take, yet I want to walk further for exercise. Any advice on how to overcome this?"
67,"Ok - I woke up this morning in a cold sweat - fear and anxiety were in complete control of me and all morning and most of the afternoon, catasrophic and severely negative thoughts swirling endlessly around in my head - I could not see a way out. I could not think straight. Everything was doomed. I couldn’t cope! At around 4 pm I rang the beyond blue helpline, and I started to take deep breaths in and out remembering this is what I had done before to manage my anxiety. It helped. Slow deep breaths in and out. The phone councillor answered and I explained what was happening. She was kind, understanding and knowledgeable. She texted me a list of strategies that could help my condition. Stay in the moment, she said. Don’t let these catastophic thoughts about your future get the better of you. You are not thinking clearly right now. Focus on breathing and relaxing your body and mind. Nothing else. Just aim for relaxation - don’t worry about tomorrow now. She then suggested listening to calming music, so I you tubed ‘meditation music’ and found a clip with the Tibetan flute. I played it and it was very soothing. I thanked the counsel lot and hung up the phone. Lay on my sofa, breathing slowly and deeply and listening to the Tibetan flute. I kept saying to myself ‘go to sleep … just sleep.. just rest you body and mind’ and with my dog lowing next to me I drifted off to sleep! I was out for maybe 3 hours and already feel much better. Had a cup of herbal tea and now watching Dr Mariam Bialik podcast on you tube ‘ Thomas Campbell physicist’ - so interesting and helpful. Good to watch as it puts your negative thoughts about your future in real perspective. Highly recommended! OK I am starting to get hungry so I will leave now. I will not have any alcohol as that makes my anxiety worse and I will not smoke. I will focus on the here and now and think about my future when I am feeling better and have a clearer head. Tomorrow or the next day… no rush! I only have planned two things for tomorrow- take my dogs for a nice long walk in nature and make a nice marinade for a roast lamb. That is it! I am taking time out from my highly destructive thoughts of my future! Hope my story has helped someone!"
68,I find Xmas time hard. My husband seems to booze more and it makes me very teary and anxious. My dad was a boozer. I get it it is related to that. Any tips to ease how I feel
69,"I keep wanting to spend my free time reading a romance or meditating and don't push through, because i go onto my phone or I'm anxious about the pile of laundry, the dishes, and even the state of the floor. And just thinking about them also causes me to pull out my hair. I think I'm just struggling to take the time to just stay still, of sorts. Does anyone have possibly any advice or suggestions for me to use?"
70,"Hi I’m an older male, and have been feeling anxious, and not sleeping well.I have been prescribed medication to take. My Gp said it would ease my feelings after a couple of weeks. This was about 3 weeks ago. I have taken only 3 tablets and I think I’m fine. But clearly I’m not. I feel a bit anxious to go to work. I start quite early in the morning for my job. Finding it hard to unwind, and feel myself. I just wanted to know if I should see a psychologist to make sure, I’m on the right track. Thanks."
71,"Hi everyone!!!I was wondering if I could get some advice on starting antidepressants. A psychologist has recently suggested that I have anxiety and severe OCD, and has floated the idea of starting antidepressants. I am vehemently against this, but I'm not entirely sure why. I'm scared of losing myself and losing my life to the drugs/becoming dependent on them to function and having side effects when I don't take them. I've always felt this way that she describes as 'severe OCD', and so I guess it's a baseline, and the idea of feeling different is terrifying even if that different might be easier. I'm also worried that I've been exaggerating my life, and definitely don't want to be on a drug for some sort of mental health condition I do not have (although I haven't been lying in the sessions). The more I go on with therapy and all, the more I just want to stop it, which of course I know will not help. I wanted to ask on here though whether anyone has had a similar experience and could share what it's been like? I realise experiences vary person-to-person, but I'd like to hear from someone, because I feel extremely alone in all of this. Thank you so much!!!"
72,Can’t take it anymore I’m on anti depressants every day and I’m on some medication that I’m meant to take when having a panic attack but somehow I still seem to have them and I have them bad and I can’t take it anymore I’m so tired physically and mentally they make me so sick
73,"Hi All, this is my first ever post here. I’m almost 29 and have been nursing for 7 years - my area of speciality is cancer and palliative care. I was really young when I first started and being a very empathetic person (and being exposed to really sad/traumatic situations) I got really burnt out. I made some changes a few years ago - worked in a Telehealth role for about 2 years but I was still burnt out and I felt like I was losing my empathy and compassion for patients, as well as my own family and friends. I felt like I had been drained of all of my emotion and like I had nothing left to give. On top of this I began to experience crippling anxiety. i started a new job 2 months ago working in clinical trials. I thought I would feel less burnt out and anxious in this area but it’s worse. I wasn’t given much training or support when I first started in this role, have spoken to my boss about my concerns and not much has changed. My anxiety is awful and I am experiencing panic attacks on a regular basis. I dread work every day and I feel stressed about work on the weekends. I have been looking elsewhere for another job as I feel so unhappy. It’s really hard to explain to my family and friends how I feel. They don’t understand what constant anxiety feels like...I am exhausted from pretending like everything is ok when on the inside I feel so broken. Part of me is so angry that when I was younger I didn’t look after myself well enough, and I almost wish I never became a nurse. I ultimately feel like I need to step away from health care in general but I seem to have such an issue doing this. It’s hard because I identify as a nurse but I am ready to move on to something else. has anyone ever had a similar situation working within health care? thank you for taking the time to read my post"
74,i can’t sleep because i keep worrying and it makes me shake which causes me to be nauseous and eventually i vomit or pass out from exhaustion. i’m basically fine all day until i go to bed then my anxiety really hits me and i don’t really know why. if anyone experiences this and has tips please lmk
75,"Hey there,I have inadvertently become the spokesperson for my entire student body, and I'm deathly afraid of the outcome. I launched a small scale investigation on some of the discrepancies occurring throughout leadership at my school, had a meeting with the principal to discuss my thoughts and findings, and found myself dissatisfied with the outcome. They deflected, shifted blame onto me, and overall did not answer any of my questions nor make any effort to take any action. I was livid and then found out more upsetting news which ended up snapping my final straw. I decided I wanted peaceful protest, and started planning for a walkout. I now have dozens of kids come up to me asking questions I don't have answers for, and it seems in the short amount of time it's been decided for, the news is spreading must faster than I intended. Most of them are on board, but the planned date is not for a while, and I know things will spread more. These people trust me to speak on behalf of them, to lead our cause, but I can't lie, I'm terrified. I don't mind being reprimanded for doing what I'm doing, but I am so worried others are going to get in trouble for something they didn't plan. I am sought out for guidance, answers and comfort, and I have to sit there and say words I don't believe. I know what I'm doing is right. I know what I'm doing will create the voice needed to cause the admin to take action, but damn it I'm terrified and have no idea how to manage it all. How do I manage all the stress? It has to happen I can't avoid it, but I'm so afraid of all the ""what if's"" in such an unusual situation."
76,Hi I was diagnosed with peri about 6 months ago because I started feeling tingling in my legs…. I have some irregular periods and ringing in my ears… my hormones were checked and showed peri. I lead a pretty healthy life and I workout 5 days per week doing CrossFit and so my strength is quite good however recently My muscles are getting quite sore and legs are heavy and hot at night and it seems to be my worst symptom …. My left leg is just bad and i am feeling quite panicked about it because I can’t see many people saying this happened for them and when I google it it says MS …. Am I going crazy? like is this normal !?i would love any reassurance from anyone experiencing this …. As I just feel likeim mental right nowhelp !!
77,"My whole life changed 2.5 years ago. I went from a full house of people, plenty to do to the exact opposite. First time ever on my own and feeling very lonely. I have family and friends but the quiet of my home is deafening and I feel so alone and lonely. I’m very much a people person"
78,"It’s been two weeks since we brought home a new kitten to join our family. Our older cat, our world, still hasn’t fully accepted her, and, it’s been a tough time. The cat has stopped eating and barely drinks water now. I’m worried because she’s getting weak,,, and I’m not sure what to do. We love her so much, but seeing her like this is breaking my heart. Please anyone suggest me some healthy cat food options that might help bring back her energy and appetite. Maybe something soft, nutritious, or homemade that your cats have liked?"
79,"Hi everyone,I'm new here and feeling a bit nervous about posting, but I’ve been reading through some of your stories and feel a real sense of community. It’s comforting to know I’m not alone in trying to navigate the ups and downs of my mental health.For a long time, my journey with anxiety has felt like being caught in a storm. There are good days, of course, but on the bad days, it's hard to find my footing. Recently, I've started exploring some more natural and holistic ways to support myself, not as a replacement for professional help, which has been so important, but as something extra I can do for myself.It started with small things, like paying more attention to what I eat and noticing how it affects my mood. I’ve been trying to get out for a short walk every day, even when it feels like the last thing I want to do. It’s not a magic cure, but sometimes just feeling the sun or the breeze helps to quiet the noise in my head for a little while.I've also been trying to practice a bit of mindfulness. It feels a bit strange sometimes, just sitting and focusing on my breath, and my mind wanders a lot. But I'm learning to be gentle with myself about it. The goal isn't to be perfect, but just to give myself a few moments of calm.It can feel a bit isolating at times when you're trying to make these kinds of changes. I was wondering if anyone else here has explored more holistic or natural approaches alongside their other treatments? I’d love to hear about your experiences – what’s worked for you, what hasn’t, and how you stay motivated.It feels good to be taking these small, positive steps for myself. It’s a slow process, but for the first time in a while, I feel like I’m building a little toolkit of things that can help me through the tougher days. Thanks for reading."
80,I had a massive panic attack in September on my mums birthday when I was driving to get her balloons to let go for her birthday as she passed away in June . I have been on antidepressants for 5 years due to having panic attacks . Haven’t had one since then after losing my mum I had it and haven’t been able to drive since . I finally went for a drive 30 minutes today in the car with my husband I couldn’t drive tho and I was getting all body sensations but they passed . My body tricks me with symptoms and I start freaking out something is wrong but it isn’t my mind won’t stop thinking so much . I can’t sleep without AirPods in and I’m doing mediation everyday affirmations everyday tapping therapy a week on a higher dose of meds I feel as everyday there is something I feel so anxious I don’t leave my house . Not my bed much .. my mind is constantly racing I try stay busy clean etc and build puzzles I write in a journal everyday . How do I make my mind know I’m okay and it to stop flight and fight response . I started walking everyday also .. it’s like nothing is working . The thoughts won’t stop and my body is always so restless and anxious it’s killing me and my life I wanna live again and not be scared and fear everything . I wanna feel normal again . It’s been two months … any help please I feel as I’m going crazy and will never be okay again .
81,"hi, when I speak to people (close family and work colleagues), i suffer from what i call 'nervous voice'. this manifests itself as an inability to say 'hello' or 'how are you' and a broken nervous initial conversation. sometimes it settles down but as i get older, 63, it seems to be getting worse. surprisingly, i get it when speaking to my loved ones! i can't say, 'i hope you have a nice day at school' (example only). i have had it all my life to some extent but i am only just looking at treatments! i am on an SSRI. i wondered if anyone else suffers from this and whether an SSRI has helped? i have only been on a small dose 4 weeks and moved up yesterday. thanks."
82,I am in a shame spiral after taking it way too far this weekend. I can’t sleep I’ve been drinking way too much much and I am so disappointed in myself. My anxiety is horrid and I cannot imagine feeling good any time soon. Why do I keep doing this to myself. It’s a reoccurring issue every so often then I forget how bad I felt and do it again. I am not okay.
83,"Hi there, my husband is going overseas for work. He will be gone for 2 weeks. He only needs to do this once a year, but everytime is causes such awful anxiety the week leading up to it for myself. I am so concerned about something bad happening to him, or that we won't communicate well, that my anxiety will stay with me for the 2 weeks and that myself and the kids will miss him. I seem to count down the days even before he leaves. I am so frustrated with myself for not being able to get on top of it. My rational mind knows I am being irrational. But i can not seem to shake the thoughts. 2 weeks just seems like such a long time to me right now. Any advise or help would be so appreciated please."
84,"I have recently moved into my own place by myself, not something I wanted to do but was told to spread my wings. For the first few weeks it was okay, but over the last 1-2 weeks I’ve been a mess. My anxiety has gone through the roof to the point I’m on medication, I’m lonely, my depression is back with a fury, I find no joy in anything other than leaving this place for hours everyday & I don’t know what to do. I want to make my family proud that I’m doing well but I’m not. I’m struggling to do anything other than getting day to day & I would really appreciate some advice. I’ve caused my family so much stress over the years I feel anxious & guilty about wanting to tell them I’m struggling. I’ve tried so hard & I will continue to but I’m really hitting a hard wall that’s affecting my daily life significantly. Thanks in advance to anyone who replies"
85,"Hello everyone, this is my first post, so I hope it's ok. I've suffered depression for many years, but it's now developed into, and been diagnosed as, General Anxiety Disorder, which is in my case, is having a much greater detrimental affect on me. I have a loving, very supportive wife, a nice home, and so I know there are many many people worse of than me, & I'm grateful for what I have. Nevertheless, I just cannot shake the anxiety that I have, it's with me all the time, it's affecting my life, what I do, I feel frightened, afraid, have no self confidence, & I just can't get myself going. So, I'm hoping to find support & discussion on Beyond Blue, where I can discuss my issues with other people who may have the same issues."
86,"Hey, I’m a little confused at the moment, my partner and I had a break up, Is my partner is telling me she wish she hadn't messed things up with her ex boyfriend meaning she wants to go back to him? or she’s not being fulfilled with what I have to offer? She's trying to go help him while he's going through a rough mental time but is it her responsibility to if they’re no longer together but have a kid together? I don't want to get in the way of there original family but I feel as she needs to focus on her current life with me instead of the one I feel she misses because of her own doing? or is that selfish of me?"
87,"Hi fellow community, just a discussion point to what I am feeling now from at least a month time, have been experiencing lightheadedness, tiredness, restlessness, dreamy, not real. Has anyone experienced same and how to deal with this?appreciate inputs to feel myself confident."
88,"Hello everyone, I'm writing this because I wanted to share a small breakthrough I had recently, hoping it might resonate with someone else who feels a bit 'stuck' like I have. For me, one of the biggest hurdles with my anxiety has always been the 'getting there' part of seeking help. Some days, the thought of getting ready, commuting, and sitting in a waiting room is just as overwhelming as the reason I need to talk to someone in the first place. It felt like a catch-22, and for a long time, I just didn't do anything. I kept telling myself I should be able to just ""push through it,"" but that only made me feel worse when I couldn't. It's a really isolating feeling. A few weeks ago, I was having a particularly rough time and knew I needed to talk to a professional. On a whim, I started looking into telehealth options, thinking maybe that could be a first step. I was a bit skeptical, worried it wouldn't feel as real or helpful as seeing someone in person. I ended up booking a session through a service I found, mainly because it just seemed straightforward and I could do it from my laptop. The idea of just clicking a link from my own safe space felt… manageable, in a way that leaving the house didn't. It wasn't a magic wand, but just having that conversation without the added stress of the journey there was a huge weight off my shoulders. It felt like I'd finally managed to get over a wall that had been blocking me for ages. I guess I just wanted to share this for anyone else who might find the logistics of getting help a major barrier. It’s okay to find a path that works for you, even if it’s from your own living room. It's still a brave step to take. Has anyone else found different ways to access support that fit around their own unique challenges? It would be nice to hear how others are navigating this."
89,"Panic attacks while Highway or Motorway driving....How do I overcome this, I've tried pulling over, shaking my hands, deep breaths, twlling myself its going to be ok...nothing helps"
90,Hi everyone. I'm so glad I found this site.I have been in my current full time job for 1 1/2 years. It has always been stressful. I am now getting migraine & raised blood pressure & anxiety like never before. I don't want to leave this job permanently butI know I need to reduce my hours/days. I'm currently of on mental health leave.I need to speak to my employer about this but im freaking out at what to say or even to begin the conversation. I'd really appreciate any advice at this time.
91,"Hi, I need some one to talk to I always wake up at 3 am and am very alone"
92,"I've been on same medication for over 10 years; had good outcomes generally. Sometimes a curve ball of life can exacerbate my A&D - and I'm in one of those points now. So not the time to stop at the moment. But the Scrooge in me (perhaps) doesn't want to spend the ~$90 per month. I suppose the question here is, how many long term suffers can stop using the meds, and what are the life circumstances that eventually allow for that, if at all?"
93,"Hi everyone,I’m going through one of the most emotionally exhausting phases of my life, and I don’t know how to process everything anymore. I’ve been working at a café where the owner has been underpaying, delaying wages, and manipulating staff for years. I stayed quiet for so long, just hoping things would improve. But after months of working alone, often unpaid, and being made to feel replaceable and disposable, I’m now being accused of theft — for taking money that was rightfully mine after she promised it to me.The anxiety is consuming me. She has told people I stole from her, shown footage to others, and threatened me by saying she knows where I live and my number plate. I don’t feel safe. I’m scared that if I take action, she’ll retaliate. But I also don’t want to stay silent anymore. I feel like I’m carrying a weight no one sees. I’ve been trying to stand up for myself, but the fear, shame, and anxiety are overwhelming.I don’t know if others will believe me. I don’t know if I’ll be protected as an international student. I’ve reached out to Fair Work and legal centres, but the emotional toll is something I can’t explain to them. I keep replaying what I could have done differently, and I feel stuck between wanting justice and needing peace.I’d love to hear from anyone who’s gone through something similar. How do you cope with the fear of retaliation? How do you move forward when your body feels like it’s constantly in fight-or-flight? I feel like I’m drowning and just need to be heard.Thank you for listening."
94,"A year ago, I lost my elderly mother. She was my “one” . It’s been hard. I have endured anxiety for decades, bouncing between trying to stretch my comfort zones and limiting agoraphobia. Now that the Estate has been concluded, I am in a position where I have no option but to start over again. It’s freaking me out somewhat. So in an attempt to control the situation, I decided to start a big declutter. In the dumbest move ever, I thought it would be a good idea to start with the hard stuff first. I’m talking all the sentimental stuff, not only belonging to myself but also both my parents. Triple Swedish Death Cleaning, is never a good idea. ( apologies for the gallows humour). Naturally, I became overwhelmed rather quickly, but had difficulty stopping myself. After a sleepless night, I had a morning meltdown. I have reached out to friends and family asking for help. I just wanted to share on this forum with others who understand how precious it is to seek hope…"
95,"For years, I have been feeling empty when I am by myself. I hate this feeling. I often try to have people around me by spending money on them, taking them out for dinners. While I am generous, I don’t want to use this behavior to cover my empty feeling. I want to feel cheered up without needing to be around people. I want to feel motivated to do things for myself. I want to live for myself, not just because I have to live and do my best for my young daughter. I am unable to leave the house if I don’t have someone with me. For instance, I force myself to go to the grocery store for groceries. I see psychologist every fortnight but I go back to the empty feeling as I walk out the counseling sessions. How can I stop this madness?"
96,"Finding it difficult to cope these last few months and it's getting harder. I am not diagnosed with anxiety and I keep getting told to get checked for it. I'm having a lot of trouble balancing my life and don't know what to do, I'm potentially failing a unit at University and struggling to keep up with work. I don't know what to do:("
97,"Hi all,I am a registered nurse in my first year of practice. I am currently in ED and have been in this position for about a month and recently spent 6 months working in rehabilitation which I enjoyed . I am really struggling with the pressure and stress of working in ED and have noticed it is significantly affecting my mental health, I have been crying on the days that I am off work and having negative thoughts. I feel like a failure and really want to quit, I am only in this position until March 2026 but I feel like I cannot make it until then due to the way I feel now. I also struggle with the rotating rosters and have bad experiences with night shift such as vomiting and nausea. I am unsure what next steps to take but I have been applying to other job roles. Should I quit now?"
98,"Asbestos exposure anxiety - need perspective Hi,. I’ve been living in an old navy shack at a caravan park and decided to fix it up. I painted over some exposed cladding (possible asbestos) wearing full protection - respirator and suit. Later repainted and also did the soffit boards, which had some exposed fibrous material. I wore a respirator but it may not have fit properly. The next day I had blood in my spit, dry cough, sore throat, and white bumps in my throat. A week later I was hospitalized with mild linear atelectasis. I’ve moved out but I’m convinced I’m dying from asbestos exposure. The thing that confuses me is I work in a very dusty recycling plant with organic dust and crushed glass, and I never get throat infections there even without a mask. But painting a soffit board caused all this inflammation? I’m terrified and feeling hopeless. Has anyone dealt with similar health anxiety after potential asbestos exposure? I know I need to stop googling and posting about this, but I can’t shake the fear."
99,"Hi there. My names J. I'm originally from NZ but moved here to Melbourne in 2016.From time to time I suffer manic episodes that need medication to address and resolve.I'm now currently going through my 3rd episode since moving here.The first one, I was living in the City so I sought help at Alfred Hospital and they fed me, medicated me, called my Wife and even walked me to my tram stop home. From there I received the best support I've had to date. They got me through the episode and honestly just did an amazing job. 3 years later (episodes roughly happen every 3 years) I'm now living in the Outer Western Suburbs. A good 40min drive from the city.Second episode hits and I seek help like before. But that's where everything goes wrong. The Nurses/Dr's/HCA's/Lab Techs are just underfunded. Simple as that.When there's not enough staff to manage the workload mistakes happen.I was prescribed a toxic amount of Lithium as a mood stabiliser and ended up staying a night at Sunshine Hospital to get me through it. I've been diagnosed as having a Schizo Effective Disorder. A mix of bipolar and schizophrenia.Manic episodes are essentially me being super into my feelings.When I'm sad I'm super sad, when I'm happy I'm super happy.I'm talkative, I'm social, I'm ready to party essentially. I have poor impulse control with spending. My thoughts race a mile a second. I have short term memory loss. The list goes on But with the right support and medication I can get through the episode without any major hiccups. I say all this, because I feel like there's others out there like me.Whether it's bipolar or depression or psychosis or whatever As long as you have the right support, you'll get through. I'm now towards the tail end of my 3rd episode. Still living in the Western Suburbs, so still have to go through this system. And would you believe it, it's worse. A lot worse. Dr's who can even list the side effects of the medication they're prescribing. Staff turnover must be insane, because in 3 weeks I've never met the same person twice.It's always ""oh hi I'm ****, it's my first day"" or ""o I'm just covering for ***"" I signed up for the whole MyHealth record thing so I assumed my previous notes were in the system...I assumed wrong.They apparently have no record of my previous care or are unable to obtain it. So we start from scratch and hope for the best. I'm rambling now. I apologise. The point of this discussion is to hear from other people about their journey through whatever Mental Health Support System they are zoned for. Because I believe the differences in quality are ridiculous."
100,"Having a really hard time with work at the moment. The anxiety and stress is taking a toll on my body to where I’m vomiting and having bad stomach issues from it. I feel like it’s consuming my life. I’ve neglected friendships and relationships, i don’t want to leave the house anymore. My workplace is a very tense environment to put it politely, it’s small family owned business with less than 10 people working there. My bosses are a married couple who argue and yell quiet often in front of or over my desk. I have a co worker who is also speaks down to me often and uses a nasty tone. I’ve also been told people are calling me the r word at work some reason they felt the need to tell me. I’m currently applying for other jobs but the toll of this job just seem like it’s consuming me and my life. I could really use any advice or anything really. I feel stupid for even complaining about this stuff cause i feel like im blowing it out of proportion and its not bad at all"
101,"Hi there, I had a panic attack in the car yesterday on my way to see a friend. It prompted me to quickly question if I can cope with work. I am an academic and this is the third time I have tried to return to work (I've tried a few different employers and taking what might be regarded as a sideways move). I have had some reasonable adjustments. I have had a number of ongoing mental health issues that have interfered with my ability to work for more than 10 or 11 years now. I was completely off work due to mental health reasons for about 5 years. I have tried (and am on) numerous medications. I'm currently on the Disability Support Pension and I'm trying to go back to work. But this most recent episode has cast serious doubt on my ability to cope. I'm very accomplished. But, among other things, I have had very severe anxiety which manifests itself in a range of ways. I'm seriously re-considering if I can cope with work again. I'm thinking I will see my GP on Monday. Welcome any advice or direction."
102,"Hello, I've been struggling for a long time with anxiety at work. I've had social anxiety all my life and I've had periods where it improves but a lot of the time I just feel constantly anxious. For my current job I pretty much work from home everyday. I've been at this job for about 4 years. Working from home has been helpful with managing anxiety but I also feel like it has made my social anxiety worse. I hate virtual meetings and I always feel on display when I talk in them so a lot of the time I just dont talk. My team is constantly trying to get us to do team building catch ups and ice breakers and things and I just feel like I've had enough. Its exhausting me mentally and I feel like I cant escape it. It sounds so stupid because I dont even go into the office and barely have to deal with people, but I just prefer doing my work without constant chatter on teams and constant meetings to catch up on this and that and play forced games and talk about myself and stuff like that. I feel like wfh has made me more anti social. But theres no point going to the office because pretty much no one goes. I want to get a new job so bad. Not only because of this but because im so sick of my job. It has been repetitive for 4 years and im at a point where im just having no growth at all. But I keep getting rejected for my applications because the employment market is tough right now. I also dont know if a new job is going to fix how im feeling. I feel like my team is starting to get sick of me being in the background and theyre starting to dislike me. I wish I knew how to improve my situation or just leave im just not enjoying it anymore and I'm so tired of it."
103,"So I had undiagnosed drug induced psychosis. Pretty horrific episodes and memories from when I was 18 to 19.Now being nearly 2 years clean and staying away from everyone I knew in that lifestyle. I still feel like I am mentally there. This is where the anxiety starts. As soon as I leave the house I am super aware I am outside I am in the world and believe I am some main character of some sort that everyone is looking at, and that everyone knows who I am and who I use to be. I don’t know if it’s still there from when I was a teen and I thought I was the coolest and most tough kid in the world or what. I don’t get it, I don’t get why I always feel and believe like I am a “criminal” of some sorts, and I think people in that world are “noticing me”. Saying this kind of makes me realise it could be me trying to overcompensate for how I actually am. But also unsure if it’s got anything to do with psychosis.The anxiety has taken a toll I am at the stage where I’m angry with feeling this way all the time but also too tired to be angry and too upset I think. I’m just pretty tired with feeling like this. Anxiety has always been with me since I was young.Even driving, I genuinely believe every car driving past is looking at me, and if I go to the shops, same thing, which after asking chat gpt, which described it as being in a flight fight freeze response, which I think I am in the freeze as soon as I leave the house. I just stare off straight, but am looking at everything I can except I’m still looking straight.I don’t know what to do about this as am pretty sure counselling is not for me, and medication is something I definitely would not try."
104,"I am currently suffering from severe ocd mainly relating to asbestos. I currently fear that asbestos is everywhere, especially following the mulch contamination in NSW. Ironically I was recently triggered by seeing what I thought was asbestos on the ground on my way to an appointment with a psychologist regarding this issue and my extreme. I am ashamed to say that when I returned home this triggered me to strip off all of my clothing as well as my shoes in the garage and double bag them and throw them in the bin. I also removed the car mat but forgot to throw it out as well. Because of my anxiety I have developed a fear of washing my families clothes and can often was the same load over and over again. My mother recently came to my place and offered to take the washing and do it for me. Because she walked out of the house via the garage and near the car mat and some laundry of the laundry was spilling over the laundry basket, my immediate thought was that the mat has now contaminated all the clothes and my daughters sheets. My mum told me not to worry that she would put disinfectant in the was, but I am convinced that washing them once will not be enough. I am so scared and paralysed with fear. Im so ashamed and feel so responsible for everyone’s safety. What do I do??"
105,"Heyy, I'm new here. Thank you for having me. Honestly, everyone is so brave sharing. Anxiety is the worst sometimes. Extremely debilitating. I have been dealing with GAD and Social Anxiety for a very long time. I try to reframe it as a visiting friend.. Sometimes helpful, other times awful as hell. I just wanted to get off my chest that today has been a very up and down day I've been a walking panic attack, but I'm calming down slowly. I hope everyone's day has been kind to them. I've been dealing with ongoing financial stress and hardship. It really erodes at your sense of safety in the world, but i'm chipping away at it day by day. Talking about it is so hard as it brings up a lot of shame.Not sure what I need... probably the vent is enough, but I just hope everyone is well, I'm sorry about anything you're going through and you are strong (Even when you're falling apart)"
106,"Lately i have experienced sexual harrassment at workplace. It's been under investigation for a month now. I am still working with the offender and everytime i see him and be around him, it makes me sick and my nerves are trembling inside. I am being offered to work in a different location until the investigation is finalized. However, i was thinking, why i am the one to be re located, why not the offender. They said they haven't informed the offender that i have made a complain about him. This made me feel like they are protecting him and not me. They are not sure what to tell him if they ask him to move to a different center. This is giving me so much stress and anxiety. I couldn't focus on my job, sometimes i freeze and couldn't remember what i was doing. Is there anybody here who can shed light and share their experience with me. Am i over thinking or over reacting, coming from someone who's experience sexual harrassment in the past. My entire body aches just by thought of going to work, seeing this person freely walking around in front me, no remorse whatsoever. As if he's not done anything to offend and humiliate his colleague. Such an unfair world."
