post_id,post
120,"My whole life through school I was the overachiever. I pushed myself hard to get good grades and treated myself awfully to get there. I was a high achiever and in my mind pushing myself was a good thing. I went through uni studying a design course and pushed myself hard again for three years. I completely locked myself away from friends and family and worked. Hard. And as a result I was a dux. For me, no matter how hard I pushed myself to the point of serious harm doing work and perfecting everything, I got a reward. I had some measurable form of successes. Now, I’ve been stuck in retail for 2 years since graduating. I understand my career is a hard one to get into but boy this has really diminished my self esteem. More than the low self esteem I already had. In my mind through schooling my self worth was connected with physical results. And still is today. I’m seeing someone to work through this. But I guess now that I’m not in my career choice I’m attacking myself because I feel like I’m obviously not good enough to be in an illustrative career. I feel like all this pushing and hard work has been for nothing now. I’m a failure and have wasted so much time moping around and yet I also cannot find the strength anymore to change anything. I feel stuck in retail, it’s the only thing I’m apparently good at and there is just a part of me who feels like I just have so much more to give in life. I can’t get a job because I don’t have experience but no one wants to give me experience so I’m stuck in this loop of never being good enough. And this has just gotten to me so much that I feel like a waste of space. it doesn’t help that at work my manager proof reads documents that she has asked me to write and then changes things to make it sound better. I get that she is allowed to proofread but she’s never told me that she will and it just makes me feel dumb and stupid. Like I’m obviously illiterate and dumb and that’s why she has to fix it. Customers tell her all the time how beautiful she is only for me to stand right next to her like cool thanks I guess I’m ugly too now. I feel so inferior to her. I feel like I’m wasting the talent that I know I don’t have and feel I am stuck in this job that is slowly sucking the life out of me but where will I go because I’m not talented enough to get a job in the career I actually studied for."
121,"I am a 33 year-old female who has rarely ever managed to hold down a job since I was 25. I even went back to study and did really well at my studies but when it came to putting it into practice in a position I have never managed to be the same as I was as a student.yes I had a less desirable childhood to the point where sometimes I wasn’t even bathed properly and it was obvious in school etc. I could go on but it would take too long just one minor example however both of my siblings have turned out quite well and hold down full-time position.it’s always either my health my anxiety or sometimes I just can’t even be bothered putting in the effort any more. That’s how many positions I have gone through in the last eight years.when I do try, I can never keep up or be the personality they need etc.I live in share accommodation that causes my OCD great stress there is nothing I can do about this.I have achieved nothing in the last eight years except gain weight"
122,"i've had the feeling that i was sexually abused as a child for about 4 years now. I have a couple of visions/fragmented memories that i feel like may be from the moment that something happened to me but i don't know if they are or not or if anything even happened to me at all. over the years i've done research and a lot of my symptoms seem to correlate with victims of childhood sexual abuse. for reference, i've been diagnosed with depression (and anorexia in the past, i still struggle with my eating disorder, but less so and i'm at a healthier weight now), i have some issues with substance abuse, and i've been suspected of having ocd by my past psychologist that i stopped seeing. i've also attempted many times. these thoughts have been destroying my mind for years now and i'm starting to get desperate to know the truth. i just need closure."
123,"I've been experiencing severe suicidal thoughts ever since a few months ago. My life the past 6 months has been nothing but bed rotting and playing some video games, i dont go to school anymore, I quit my job 2 months ago. My life has been downhill ever since the start of 2025, my online ""friends"" make alot of fat jokes towards me no matter what I say (I'm not that fat. Ive been losing alot of weight but it's been harder with everybody criticising my every move) I told them about my SA and they took it and started joking about it because I'm a male being sa'd by a woman, this happened when I was around 10. Life has sucked ever since I was 5 if anything, my childhood was ""not like others"" - school counsellor. My parents broke up when I was young and I was very in-between during it, bouncing around house to house. Always getting yelled at/hit. I flinch every time my dad tries to joke around with me. You know how much that hurts?. Sorry if im talking or writing too much. I really needed to say something to someone, even if it's a post in a group."
124,"Hey,I just needed to get off my chest how sad and blue i've been feeling. I've been dealing with depression for a long time and social anxiety. Life has been feeling very aimless and purposeless chronically. Financial stress is waning, working doesn't feel particularly inspiring, I feel like a failure when it comes to romantic relationships, I have no family.. I guess i'm feeling very isolated and lonely. I didn't do so well on an assessment I was working on.. but that's okay I guess. Grateful for a lot of other things going on but that emptiness sucks sometimes Here for some words of support... Things feel so lacklustre"
125,"I'm feeling very frustrated with my depression and anxiety at the moment. I've done so much therapy and really sick of it and don't want to do it anymore because I would rather put that time into working on myself to heal from previous hurt/trauma etc. I'm on an antidepressant which I don't think is doing much. I seem to be just stuck in the same swinging pattern of burning out, falling in a heap, getting back up and repeating again however this time I'm stuck in the low longer than usual. I'm supposed to be working on building my support network and friendships, but I feel like I really have no clue how to make friends. I have lost a lot of self-confidence and feel socially awkward however I can put myself out there in a professional capacity but not personally. I find this really strange. Not really sure where to go from here."
126,I am over my life It’s one failure after another I think I try hard but I never succeed why are people like me born it’s just pain and disappointment i work hard but get nowhere other people in my situation would have achieved something I’ve done nothing if I didn’t have to care for a relative I would be happy dead
127,"Since I was about 12 years old I have felt like I have undiagnosed Depression and Anxiety, and of recent years I suspect ADD to some degree as I have started to learn more about the disorder. But try as I might I have never been able to bring myself to seek a diagnosis as I have always been a very introspective and hyper-critical person who can identify the root and cause of most of my issues, so I have white-knuckled it for years. I feel like I know exactly what got me to this state when it flares up the worst, as it is almost always a result of poor choices on my behalf, or just plain bad luck. I was severely bullied all through Primary and High School, to a horrendous extent both in person and Online in High School in particular. Part of it came at a result of my own poor choices, but regarding events that took place Outside of school and did not involve any students there. The things I went through sound like a Teen movie when I recall them to friends. As I grew older, I would fall into despair as relationships ended, my creative endeavours failed, and now I have come to a point where I have given up on all my dreams as nothing ever works out. I am a very creative person but I feel like in this modern age of AI and over-saturation of online content, I have no chance in h*ll of making it doing anything I love. And so I've packed it all in and reluctantly tried to come to grips with reality that I may have to work a mundane, dull 9-5 and have to learn to be okay with it. I never had any interests outside of creative hobbies and so I have nothing to fall back on. And I live in a constant state of anger, resentment towards creators online or artists - fully aware it's my own jealousy, and hatred for captilism. I have never believed humans were meant to just be stuck in jobs they hate and then retire and die. IT deeply upsets me. So all this to say, it's hard for me to bring myself to seek a diagnosis, as I feel like I am just reluctant to grow up and get with the program so to speak. That if I got the h*ck over my ""immature mindset"" I wouldn't break down and cry every time I'm faced with responsibilities and the pressures of adult life. Maybe I am the problem, and maybe I'm Not mentally ill, but have just convinced myself I am all these years..."
128,"I’ve been feeling really stuck in my job search and honestly pretty low about where I’m at. I was fired just over a month ago for being a “cultural misfit.” Since then, I’ve been applying nonstop and getting interviews for marketing roles (I’ve got 3.5 years’ experience), but after my last job where I did the work of two or three people I’m completely burnt out and don’t want to go back to that industry. I’ve got over two years of admin experience too, but not much luck there either. It’s frustrating that most roles, whether marketing or admin, pay around $70k but expect so much. Some interviews go nowhere, and others I’ve turned down due to toxic culture. I feel like I’ve done everything right. I got my degree, worked hard and still ended up with burnout, instability, and it’s challenging my mental health. I don’t even like waking up early anymore because I don’t want to face reality. I stay up late because it doesn’t really matter to me what happens tomorrow. I’m tired all the time and can’t seem to break out of this cycle. I don’t have huge expenses and JobSeeker covers my rent, but I just want something stable - something where I don’t feel exploited. I want to give up and isolate myself. I’m also so tired of people asking how the job search is going. I’m not really sure what to do anymore. Any advice would mean a lot. and thank you if you’ve read this far."
129,"Hello, I’m 25 and have sciatic pain in my right leg. It limits my ability to do long walks, drive, do stairs and engage in my relationships. I feel so depleted and ashamed of it most of the time. I get upset that I’m only 25 and living with this. It’s been since January this year and got progressively worse. I was okay at first but the amount of anxiety, fear and crying has increased a lot. I wonder if anyone has also experienced something like this. I feel very alone and feel I need to hide my condition best I can. But the pain is really unbearable some days. I love doing nice things for people to but feel I need to ask people for help instead. I feel pretty worthless"
130,"I don’t know what I’m going through to be honest, all I know is I feel left behind or left out. Seems like my life is not moving forward it stays . I’m getting tired of this . I don’t know what to do . I mean I know what to do but it’s not working ."
131,"Hi everyone,I have been struggling a lot recently for what feels like no reason. I don't find enjoyment in things anymore and constantly have a sense of despair and depression all the time. It feels horrible but it won't go away. I constantly feel misunderstood by my family and I don't have any friends close enough to confide in so I also feel very alone. I just want to be able to feel normal and live a relatively happy life and feel comfortable and confident in my own mind and body but everything seems completely pointless, and it seems like all we do is work or feel guilty about not working, go through hardships when loved ones pass away and then we go ourselves. I am not sure what I am supposed to do anymore. I am a little overwhelmed and anxious about my final exams coming up for high school and I have had a job offered to me that seems ok but is a little bit of a drive but also seems like I may even find it good, but I am not sure if I even want it and it just makes me feel even more overwhelmed. I am not sure if this is just anxious feelings getting in the way. Everything feels crushing, overwhelming and depressing. If anyone has any advice or input please help! Thank you!"
132,"Hi, I recently sold my home I had for 37 years, to try to find our ""forever home"". Unfortunately I have created a situation where I feel unable to cope with anything now. I am 69 and feel like I have made the biggest mistake I could make. I live with my long-term partner in her home so I am not homeless, but I have been catastrophizing everything possible, and having insomnia fairly often. It feels like it will never end . I have ongoing work commitments which I am afraid I will not be able to do if I can't find a way to deal with my feelings . I come from a family that has had major issues ( my parents were both dead by the time I was 19 , father from suicide ) and so I feel I am more susceptible to these issues. I don't know what to do. I have a psychologist , who has been helpful, but I feel my world has fallen apart."
133,"I have had depression since my early teens and I am now in my fifties. I have been on anti depressants for 20 years which have been a bit helpful. My mother was cruel. She still is and this has been a source of my depression. I have been to two psychologists but that did not help much. I do everything you are supposed to; sleep well, eat well, exercise, socialise and meditate, yet I am still stuck with this depression. Can anyone else relate to having lifelong depression and if so, do you have any tips? Many thanks."
134,"I’ve tried.God, I’ve tried.I’ve done the journaling,the deep breaths,the “healthy distractions,”the getting out of bed when I don’t want to. I’ve done everything you’re supposed to do.And it still hurts.Not every second,but close enough. Sometimes I think maybe I’m broken in some wayother people aren’t.Like there’s a crack in my wiringthat no one can fix,not even me. And no one sees that part—the part where I’m trying so hard to come back to myselfbut feel further away every day."
135,"I was an adopted child, found out at 19 not the child they wanted. My mother had miscarriages and took her frustration out on me... dad well there are some memories left unsaid. Straight A student, belted for a B. Pentecostal parents fundamentalists, spurned when I cam out at 19 (58 now). Have struggled all my life but held great jobs, alcoholic now (shhh) . Have been in a relationship for 30 years, harrassed, hit, knocked around. was in a relathionship previous with the same for 7 years..... I live in my bedroom with a fabulous home, i work every day and keep going but I am dead inside."
136,"Tbh, I've just kind of had enough. I feel like I've always tried to take the high road. And it left me with I good moral compass but not much else. I've got things and people to live for, but I feel like I'm losing them anyway, I'm running out of reasons. I have a referral for a mental health care plan but I have no idea where to go from here. Please if you know somewhere to go that's good that'll be awesome."
137,"I feel so unwell, Im about to start on an antidepressant Im on one but its not helping me so they have put me on one to take at night. I feel worried about taking it but I feel so low that I'm thinking I just don't want to be here. Im not functioning I feel so sad, feeling like Im losing it. I wake up at night and have jumbled thoughts going through my head and Im so tired I just want to sleep and feel scared totally not myself. I don't know what to do, I wish this wasn't happening but it is. And I wonder will I get through this."
138,I suffered a psychotic depression in year 2000 and was stable on the prescribed medication. Recently have had panic attacks like before I got full blown depression in 2000 . im staying in the present and taking it a day at a time
139,I have 1 close friend but i feel like she doesnt even care about me. Everytime i try talk to her about my issues she always brushes it off as “oh sorry” or “that must be rough”. my mom doesnt care about my issues / thinks im exaggerating so shes out of the question i genuinely feel so alone & i think reaching out is too hard so i suffer in silence. i just wish someone would hold me & tell me everything is gonna b ok. idek whats wrong with me i dont think i suffer from depression but more loneliness ye sorry for the dumb rant
140,"I think I'm struggling with depression, I can barley get out of bed I don't eat I'm always fighting with my parents ever since they split I'm 15 yrs old and stuck in the middle of adult drama, and im so done with hearing them constantly talk bad about eachother."
141,"Hi everyone, I don't know really what to say here other than I've been feeling so down and unmotivated lately. For context, I live an ideal life - fantastic, supportive spouse, good income, good family. I suppose it stems from my job as a teacher, a profession that I feel is treated as a joke among many students and their parents. Some students have no qualms about telling me that my value as a teacher is tied up with my 'low paying salary' (yes, they say this). When I tell them I'm quite a good wage, they'll reply with 'that's not a lot'. Yes, they're kids, but far out... this profession is burning me out. I've been teaching for 10 years and I'm ready to leave. What else gets me down is that I'm 35 and I feel like I'm essentially blocked out of the housing market. It genuinely feels like everyone is better off. I'm beginning to turn to alcohol to cope with a sense of 'I'm not good enough'. However, I know it's all a fallacy. I'd likely feel this way even with a house of my own. Something in me just doesn't feel right anymore. I feel so unmotivated. I used to read 50 books a year. Now I'm lucky to read 1. At this point, I go to sleep, wake up, go to a depressing job, and get more depressed at seeing others buying houses, getting new jobs, starting families. I'm so sorry, guys. This is really a first-world problem post and I should be more thankful. Thanks for listening."
142,"I’ve had trauma throughout my life from childhood through to adulthood. Depression, anxiety and recently ADHD diagnosed. I’ve experienced parental abandonment, DV (in 3 relationships and 2 family) and all of that led to drinking as self medication. But I stopped drinking, married a wonderful man and felt like life was finally getting better. Then I’ve recently discovered video and photos of me online posted by a twisted ex without consent. I’m traumatised and still in shock because he took the videos without me knowing. I’ve reported it to the police but I feel like nothing is being done and that they just don’t think finding this creep and questioning him is a priority. I’ve contacted two DV support services, one just gave generic responses and referred me on, and the other has not even responded to my request for support. I was treated with disrespect by a police officer when reporting the image/video abuse. I feel like I’m being courageous by seeking help as it’s so hard for me to do. I feel like I’m hitting road blocks everywhere I turn. I can’t sleep, my stomach is in knots, I’m anxious and depressed. I can’t focus at work. I feel like I’m going downhill and I’m losing hope."
143,"Hello,Ive never contacted or spoken to a professional about my feelings, as I’m good at masking.Generally I have been a pretty positive person & I have a supportive husband and some family that I’m close with, however lately I’m experiencing my mood is dropping quite a lot more than it usually has.It’s like I feel a dark cloud is over me and my overthinking isn’t helping. I’m 51 and have had menopause for 5 years and have been on HRT for one year to help with mood. I hit burn out at the end of last year due to work load, so I’ve literally stopped working & had months to just potter and work from home when I can.My motivation for most things is almost nil. I’m not interested in socialising much at all, I’m lacking any enthusiasm I once had & feel like the me that was so bubbly and mostly happy has faded. It’s such a lonely lonely feeling and im feeling quite hopeless."
144,"Hey everyone, first time posting here I think my life objectively sucks i am 17 but may have a future with a 100,000 medical debt, my parents dont accept me for being gay, i go to a christian school, i am socially quiet/lethargic so people probably think im weird. I have some light friendships but i dont have the time for much leisure time because im always stressed if im not working or high.i have been doing this ever since i was 6, but i still pretend that a cartoon character is my boyfrend, i dont tell anyone the extent he makes me feel, for obvious reasons [he is also um.. inhuman,,, not even an animal, a literal talking object] but when i think of him i dont feel like shit. this is tearing me up. why did god firstly make me a gross homosexual but secondly make me sexually disturbed so i feel loved watching a static projected image of a sexless thing!do i only do this because i am sick in the head? i was exposed to cartoon porn since the age of 6 [nobody to blame but myself for that one,, literally searched it up all the time, never told my parents that i was looking at gross things because id know theyd kill me] am i making my disease of sexual perversion worse? im not even interested in real people anymore [because they wouldnt want someone like me] but i feel as if i need to stop living in fantasy land with him. i forced myself to lose my virginity with my friend, so i could stop the thought of imagining myself as a 30 year old virgin. whats worse is that he actually helps me. last year i stopped smoking pot for a whole week, because i at least had him in my mind. i feel happy drawing him and whenever i watch him i involentarily smile. My family isnt that bad, my friends are cool, im not bullied, if i was to complain about anything with my life i would be heard [and then told that jesus loves me]. why must i waste my life away like this"
145,Hi i have been really struggling with anxiety and depression i always feel sad but try to act happy because my mum thinks its not real i did get diagnosed but she said that the doctors are wrong. I feel so alone and don't know what to do.
146,"I think I have deppresionIn year 4 I moved schools and it was great but when I went to high school my mental helth dropt and I started to get freaked out by things like cars passing, getting strest out by simple mistakes or tests and always feeling like I have no perpous or everythink is an effort."
147,"I walked into our lounge room to find my husband consoling our 22 year old son who has been arrested for graffiti. My husband did all the talking and said our son feels terrible and is not in a good space mentally. My son also shared that he thinks he may have Borderline Personality Disorder. On top of that, he has been caught using AI at Uni and is meant to have an interview about it tomorrow but will defer that because he is not in the right head space. I didn’t say much because I was letting it all sink in. My husband kept saying “I’ve told XXX we will support him and help him get legal advice” . My son went to his room before I could say anything. I honestly don’t know how I should respond. He has had mental health problems on and off since he was 15. He uses drugs and he has always been difficult to live with. We have another younger son who hates my eldest and they haven’t spoken for 5 years and we haven’t had any family celebrations together because of this. We also can’t leave them alone together in case they blow up so my husband and I have out our lives on hold for them. Their relationship has brought me to breaking point and now the graffiti thing feels like too much for me to cope with. How do I deal with my son - give him unconditional support? At the moment I don’t feel supportive. I feel I have nothing left but want to do the right thing."
148,"Hi! I've been experiencing an intense period of depression that gets worsened by PMDD. Essentially what I'm wondering is if anyone has any tips on stopping the fight between my brain and myself (since it's essentially just... me)? I'm autistic, so I'm very much hyperfocused at the moment on finding answers to try and ""solve"" my depression, but I've already done a lot. I'm on a break from uni, am looking for a new job, and am getting involved in different social activities. But with all of my free time due to the break and no structure, I'm often alone with my thoughts, and get bored to the point of anger. I rely on my closest friends and family, but they're always busy to some extent. I used to be an introvert, and really enjoyed time to myself. Now, it's a burden, and it feels like I can't be alone with my thoughts, or else I'll get upset. I'm extremely restless, tired, and burned out. So, I'm wondering how I can accept what I'm going through, and stop fighting it? It seems like every time I try to accept it, or internalise positive messages, it just goes in one ear and out the other, or makes me more upset."
149,"hey, my name is casper. I was on this form a while ago talking about how im failing classes. I think its happening again, or well, is still happening. im a trans man in an all female catholic school and im in year 10. i have audhd, depression, gad, ocd, anemia, and im sure some others. i like to draw and i like anime, and i want to be a voice actor or a 3d animator. i was attempting to do my art assignment today and i was just so unmotivated to do it, and i realised that i havent been able to do any of my assignments, or study for my exams. yes, i have support, but i feel like i cant get anything down without being confused or just giving up entirely. even if its broken down into simple steps, its still hard to follow. i would do it at home, but i barely get any time to myself in my own home, so i like to cherish my free time. i feel like if i tell my parents, they will simply force me to do all the work in one go (thats what they have done before). not to mention my school situation sucks. on top of being transgender, i also like to openly express my interests in school (pins, keychains, etc) and its very important to me. However, being in a all girls school with teenagers ready to judge you without even talking to you... yeah. it sucks. i'm currently trying to change schools to an alterative school so it can support me better, but its a slow process, and i wont be able to transfer till next year. which means another term of work. i just feel like im being selfish and lazy, and im not sure what else to do. nothing seems to motivate me. if anyone can help, that would mean the world to me. thank you."
150,"I’m seeing a lot of posts on this forum from people who have attempted to taper off their antidepressants only to go through horrible discontinuation syndrome, and/or have to go back on their medication. If you’ve been on an antidepressant for a number of years you can’t just taper off over a couple of weeks or months because your brain has now become dependent on that antidepressant and it needs time to learn to function without it. You should be thinking in terms of years. The vast majority of doctors are not aware of this and will tell you to taper off way too fast. If you go too fast, you are very likely to get discontinuation syndrome which is basically hell on earth. You want to try and avoid that at all costs. It is entirely possible to get off antidepressants and stay off them, and it is well worth doing, but you must do it slowly. I have been antidepressant free for nearly 3 years now and my life is better in so many ways, but it is not a quick or easy journey. If you can go into it realising that, and set yourself up for success with a proper tapering protocol, you’ll have an easier time of it. I wish I’d known these forums existed before I started to taper off my antidepressants. I hope this can help others. Please take care of yourselves"
151,"The Wall I Build Weights are pressing, pulling me down,I am drowning, lost where no light is found.Darkness whispers, it seeps through my skin,Not sadness now—something deeper within. I push the world back, it feels safer this way,A wall of stone shields the night from the day.I tell myself pain won’t reach me again,So I harden my heart, think only of gain. But love in others is salt on my wound,Their laughter feels cruel, their joy ill-tuned.I stand in shadows, brittle and weak,A broken soul the daylight won’t seek.I am tired of pain—always the same. My veins run heavy with, hatred and anger , a venomous thought . I push away love, for safety, for breath,Building strong walls that resemble my death. Yet somewhere inside, a flicker remains,A fragile ember beneath all the chains.Though darkness has worn me, and silence has grown,I dream of a place where I’m not alone."
152,"Hi Guys,Firstly, let me just say, I've been on and off this forum for years and even though I wish we all didn't have to be here...it's nice to know I'm not alone. Talking on here makes me feel like I can relate to people. I was telling a girl at work about the forums and how it's not a 'you'll be fine, give it time' kind of thing. People actually help you.I've been struggling a lot over the last few months. I broke up with my boyfriend who I love and a week later, my Aunty passed away. I am seeing a hypnotherapist who has helped in some ways but I find I have days where I don't want to talk to anyone but at the same time, when I am alone, my brain does not shut up.I was thinking about antidepressants....but I'm hoping for something natural. I've tried St Johns Wort in the past but I don't think it helps me at all.Can anyone recommend anything?Thank you"
153,"(trigger warning for dugs, self harm, and mentions of suicide) I don't really know what to do with my life, or how to function anymore. I haven't cleaned my room in months (you can't even see the floor) and it's getting harder and harder to keep up with assignments. My parents divorced a few years ago and my mum started spiralling and became depressed so I went to live with my dad for a few months. I later found out that she was and (I think) is using some type of drugs to cope (some kind that makes you productive?). Now I live half the time with each parent, and my mum is better I think, but our house still stinks from the mess and... I don't really know what's happening in the other area. My dad is OK but very distant and strict. A couple months ago his girlfriend moved in with us and brought her 3 kids, so the house is very cramped with 7 of us (I also have a little sister). My stepsister and younger stepbrother are nice, and I'm particularly close with the girl, but my older stepbrother is a bit, well I don't really know how to put this but a bad person, he has ADHD and I get that's a struggle, but I am autistic and (I think) I'm still a nice person. Our parents (dad+step-mum) started rationing food and he always takes food out of everyone else's boxes, so now we don't have enough to eat lunch at school. And he will have these outbursts in which he threatens to kill everyone, honestly his mum coddles him and he has way less chores and more allowance than the rest of us, but that is what it is. About a year ago I turned to self harm to deal with it all, well actually that's a lie, I don't really know why I do it, but I guess I'm just addicted now, I don't actually want to stop and I think that's what scares me, the only person I can really talk to is my stepsister because I know she wouldn't tell anyone. I've been really depressed lately and just don't have the energy to do anything. I have tried to KMS a couple times when I was younger (we don't talk about year 3) but there's no way I would do something like that again. I'm lacking motivation for school, which really sucks cause I pride myself on my grades. This is mainly just a rant, but if you have any advice on how to have energy I'm all ears!"
154,"42 year old Male in a relationship rut? Partner of 12 years is present and says she is happy in relationship. But her actions speak differently. Her Physical intimacy - gone. No signs of spark or desireHer desire of (general 1v1 time) are goneI often feel with everything (kids, work, homelife) I am last place in her eyes I feel like I give my all Physically and emotionally within the relationship. But no matter how many times I raise my issues (namely the above) I feel like they are ignored Life can be difficult, and issues exhasibated with everything life throws (and 2 x teenage kids) i get that. But am I being naive and is this 'house mate' feeling I've had now for a few years. Really the writing on the walls that I've been trying so hard to push past?"
155,"i dont know. maybe i just want to have someone i can talk to. i dont have anyone in my life i can confide in. i keep going in circles and end up here again. i cant seem to relax or destress and it just builds up. i dont feel rested or energised. im losing more and more control over my emotions. all i can do is bottle how i feel up. i dont have any way to deal with my emotions healthily and it just comes out as anger. i journal and write how i feel in an exercise book but its gotten to the point where writing down how i feel makes me feel frustrated and angry and annoyed and i end up tearing the page with the pen im using. i dont like how it feels to lose control. i stopped going for walks, everything outside feels hostile. cars always zooming by, the path is always crooked and uneven branches keep hanging in my face and people dont smile back. i havent been doing mindfulness and meditation. i cant detach from my thoughts. my thoughts dont want to leave my head. ive been trying to listen to relaxing stories to fall asleep but they dont work. i need to find something that works for me but nothing works. im an idiot that knows i need to improve my health but nothing sticks. stopped going to the gym because i could do the 40 minute walk on a good day but not on a bad one and the bad days keep on happening. ive started cooking my own food but im eating less and less because i cant find space to cook undisturbed. cant do anything without hearing someone complain"
156,"Hi all, Things that used to bring me comfort dont seem to be working anymore. My job can be emotionally stressful, and lately ive been facing many big emotions such as grief, doubt, fear and more doubt. In times like this I reach for comfort. I am low on ideas though. So I would love to hear what others do when feeling these things and wanting to cope and learn from these emotions and experiences rather than push it all away. My usual is candles or hugs or cups of tea but as I said its just not really working anymore"
157,"OK, I had enough! (no I'm not suicidal). But I'm tired of being dismissed or overlooked. I'm not sure why this happens but it is killing me.I seem to not belong anywhere or any group. I can have hours of good conversations with people, but eventually I seem to fade away. Specially in groups. It not seem to matter how much effort I put in it, I eventually just become a white noise in the background. People seem to hit very well so often and so easily in the first time they have a conversation. But not me. In groups - whether it is at work or team mates form sports, or even close friends - I always end up by myself somehow. It may start great but somehow it just ends.I'm always trying to do the best to everyone, and I'm always the one who does a lot - but I do quietly - and people simply don't see it. If I'm not there doing, things would go astray in so many ways, but the other dude who does much lesser gets all credits because people note them, but not me.One thing that was always against me is that I get bored of most people. I find most people get talking about the same ordinary things and telling the same old jokes. I simply can't interact like this for too long.I'm confused of how my mind is now, after facing so much disappointment, frustration and this feeling of not belonging. I think what I'm asking him help on how to deal with that. More specifically, how to continue having motivation to perform at works, compete in teams, spending time with friends - or cultivating friends, if all I get is distance, being ignored, overlooked, undervalued etc. In the end, I keep feeling the pressure of having to overperformance on everything to be at least accepted."
158,"i feel depressed but i don’t know if i am, i haven’t felt the same and im always sad, sometimes im happy but someone says something wrong to me and im back to being sad, i dont know what’s wrong with me and i was wondering i could be diagnosed with a mental health issue"
159,"I won't be able to go completely in depth because it would take a long time, but I use to hang out with some people I went to college with, but we weren't close, they did invite me to their parties though. After a few years, I sort of outgrew the friendships (I thought they were still nice though) so I started distancing myself and stopped joining their parties. One day, one of the girls in the group asked me if I wanted to join her and her guy friend for a meal which I did. A day or two later, she invited me and some other people in a group chat if we wanted to see a movie and I told her that I was busy. She then sent me a message letting me know that she was there for me, but as far as our friendship went, she was taking a step back because she knew that I wanted space, which was kind of her, but I didn't know what she meant and thought that she thought that I was annoyed at her. I didn't want her to think that so I told her that I was just going through a hard time and maybe we could catch up sometime. I caught up with her and her guy friend a few times and I think this may have even gone on for about a year, but I can't remember. I was confused because part of me thought that maybe I should stay friends with them because I liked them and they were really nice, but another part of me felt we would probably be more compatible as acquaintances because I didn't feel like I could completely be myself with them, but it still would be nice to talk to them sometimes. I was worried about distancing myself again or just letting them know that I would like to be acquaintances instead because I thought it would hurt their feelings. I remembered my sister's telling me that it's okay to delete people on Facebook, so I did because I just panicked. 3-6 months later, I got a message from both of them asking me why I deleted them. I responded to the girl letting her know that I just didn't really feel a connection (I didn't know what connection meant back then) and she responded very upset, saying things like have fun. I didn't know she was saying that because she felt hurt so I was wondering why she was telling me to f off and so I was really annoyed and said wow, I don't have to be friends with you, I didn't do anything wrong. She said she didn't know what she did either and I was thinking I never said you did anything wrong, I just grew out of the friendship? She later sent me another message saying, ""thanks for using me"" and blocked me again. It gets worse..."
160,"Hi, i am Male 42 and i have accomplished nothing in my life. I am lonely, i feel so empty. I do battle every day trying to understand why i was born into the world, i have no purpose or meaning in my life. I didn't do well at school, i had difficulty keeping jobs. I always thought that i was just unlucky that i wasn't smart, intelligent or skilled at anything. I never married or had children, i was hopeless at absolutely everything and i gave up so easily when things got to hard. I was always weak. I used to drive a car and 1 day i just stopped, years past and i lost a lot of confidence as a result of it. I have a lot of fears that greatly effect daily life. I've lost feeling, i have no motivation or get up and go. I hate my life, i hate who i am and what i became. I am not suicidal, i would never hurt myself but i do constantly wish for something bad to happen to me, a health condition that would end me quickly. No suffering, just instant because i have nothing in my life, nothing at all. I feel like i am in a deep, dark hole and i am trapped and there is no way out of it. Everyday is the same, i wake up every morning and look at myself in the mirror and i hate what i see. I wasn't meant for this world, i sort of knew early in my life that i was never going to amount to anything. I was addicted to video games in my youth and it destroyed me in a lot of ways, i only wish i had seen it sooner but the damage was done. I wasted so much of my life and i am paying the price for it now. If only we could turn back time, i never would have touched games knowing what they were going to do to me."
161,"I'm not sure where to start here. I've never been a fantastic sleeper - I feel that subconsiously, stress contributes to this. Around 3 weeks ago I started to get a bout of insomnia - struggling to get to sleep, stay asleep, and then stressing during the day about going to sleep at night. The last week or so, this seems to have developed into a period of depression - where I feel like I can tear up easily, and everything is an effort. I have a wonderfully supportive wife, 2 great adult aged kids (still at home), work for myself and am financially secure - so don't have anything to worry about. I don't feel like the insomnia really worries me, but worry (there's that word again) that this is contributing to my mental wellbeing. I am reluctant to talk to my GP about it, and don't feel like speaking to a professional will help (I personally don't believe in things like mindfulness etc.)Has anybody experienced this before, and found any techniques that help through self-help? Has getting back into a regular sleep pattern, relieved the depression? Having suffered from a brief period of depression around 7 or 8 years ago, that was related to employment, I recognise the symptoms, but aren't sure what to do about it."
